name,lat,lon
Woodcrest,33.878946,-117.368671
Woodlake,36.412828,-119.100718
Woodland,38.67116,-121.750043
Woodlands,35.028873,-120.552393
Woodside,37.42215,-122.258593
Woodville,36.09268,-119.201226
Woodville Farm Labor Camp,36.083151,-119.147923
Woody,35.708148,-118.814396
Wrightwood,34.345988,-117.627579
Yankee Hill,39.700709,-121.514688
Yermo,34.906656,-116.823274
Yettem,36.485684,-119.255689
Yolo,38.740463,-121.809324
Yorba Linda,33.889038,-117.77207
Yosemite Lakes,37.185358,-119.772122
Yosemite Valley,37.742523,-119.577626
Yosemite West,37.648193,-119.718217
Yountville,38.393512,-122.365536
Yreka,41.724032,-122.63157
Yuba City,39.129842,-121.641549
Yucaipa,34.033582,-117.042898
Yucca Valley,34.123347,-116.421557
Zayante,37.089214,-122.040862
